No.,Trade Date,Type,Ticker,Direction,Call/Put,Currency,Spot Price,% to Strike,Strike,Ref Price,Strike %,Prem Left,Expiry Date,DTE,Quantity,Notl (Local),Notl ($),Delta Notl,Broker,% Premium,Status,Premium ($),Delivery PnL,Combined PnL,Strategy,Notes,FX,Cum Premium,Entry Price,Current Price,Date,C/P,BBG Ticker
664,26-Oct-23,Listed - Stock,ONON US,Sell,Put,USD,28.06,19%,23.50,25,94.0%,,3-Nov-23,0,100,$0.00,$0.00,,UBS,7.00%,Expired,$23,$0,$23,,,1,"$9,867,097",,,11/03/23,P,ONON US 11/03/23 P23.5 Equity
665,27-Oct-23,OTC - Stock,688506 CH,Sell,Put,CNY,93.5,16%,80.92,85.18,95.0%,,10-Nov-23,0,"84,100",$7.16,$0.93,,UBS,1.56%,Expired,"$15,273",$0,"$15,273",,,0.137258939,"$9,882,370",,,11/10/23,P,
666,27-Oct-23,OTC - Stock,ADYEN NA,Sell,Put,EUR,1196.00,106%,580.00,642,90.3%,,15-Dec-23,0,"2,937",$1.89,$1.70,,GS,4.21%,Expired,"$79,358",$0,"$79,358",,,1.0895,"$9,961,728",,,12/15/23,P,
667,27-Oct-23,Listed - Stock,STAA US,Sell,Call,USD,38.55,23%,47.50,39.5,120.3%,,17-Nov-23,0,200,$0.01,$0.01,,UBS,1.48%,Unwound,$117,$0,$117,,,1,"$9,961,845",,,11/17/23,C,STAA US 11/17/23 C47.5 Equity
668,30-Oct-23,OTC - Stock,688506 CH,Sell,Put,CNY,91.5,12%,81.62,85.9151,95.0%,,13-Nov-23,0,"76,660",$6.59,$0.86,,UBS,1.56%,Expired,"$14,041",$0,"$14,041",,,0.137191148,"$9,975,885",,,11/13/23,P,
669,30-Oct-23,OTC - Stock,301029 CH,Sell,Put,CNY,28.21,1%,27.94,31.0485,90.0%,,30-Nov-23,0,"236,000",$7.33,$0.90,,UBS,1.03%,Expired,"$10,314",$0,"$10,314",,,0.14015417,"$9,986,199",,,11/30/23,P,
670,30-Oct-23,OTC - Stock,PDD US,Sell,Put,USD,109.04,5%,104.00,107.66,96.6%,,10-Nov-23,0,"9,300",$1.00,$0.97,,MS,1.60%,Expired,"$15,979",$0,"$15,979",,,1,"$10,002,178",,,11/10/23,P,
671,31-Oct-23,OTC - Index,NKA,Buy,Call,JPY,32000,0%,32000.00,30590,104.6%,,10-Nov-23,0,"115,600","$3,536.20",$24.83,,UBS,-0.20%,Unwound,"-$47,257",$0,"-$47,257",,,0.006599789,"$9,954,921",,,11/10/23,C,
672,31-Oct-23,Listed - Index,NDX,Sell,Call,USD,14850,0%,14850.00,14895,99.7%,,17-Nov-23,0,10,$14.90,$14.85,,UBS,-0.50%,Unwound,"-$74,660",$0,"-$74,660",,,1,"$9,880,261",,,11/17/23,C,
673,31-Oct-23,Listed - Stock,YINN US,Buy,Call,USD,27.44,-2%,27.00,25,108.0%,,3-Nov-23,0,"101,100",$2.53,$2.73,,MS,-1.08%,Unwound,"-$27,367","$44,484","$17,117",,,1,"$9,852,894",,,11/03/23,C,YINN US 11/03/23 C27 Equity
674,31-Oct-23,Listed - Stock,YINN US,Buy,Call,USD,27.44,0%,27.50,25,110.0%,,3-Nov-23,0,"500,000",$12.50,$13.75,,MS,-0.85%,Unwound,"-$106,140",$0,"-$106,140",,,1,"$9,746,754",,,11/03/23,C,YINN US 11/03/23 C27.5 Equity
675,31-Oct-23,Listed - Stock,YINN US,Buy,Call,USD,27.44,0%,27.50,25,110.0%,,3-Nov-23,0,"500,000",$12.50,$13.75,,MS,-0.88%,Unwound,"-$110,346",$0,"-$110,346",,,1,"$9,636,408",,,11/03/23,C,YINN US 11/03/23 C27.5 Equity
676,31-Oct-23,Listed - Stock,YINN US,Buy,Call,USD,27.44,2%,28.00,25,112.0%,,3-Nov-23,0,"200,000",$5.00,$5.60,,MS,-0.68%,Expired,"-$34,139",$0,"-$34,139",,,1,"$9,602,269",,,11/03/23,C,YINN US 11/03/23 C28 Equity
676,31-Oct-23,Listed - Stock,YINN US,Buy,Call,USD,27.44,4%,28.50,25,114.0%,,3-Nov-23,0,"600,000",$15.00,$17.10,,MS,-0.68%,Expired,"-$102,416",$0,"-$102,416",,,1,"$9,499,854",,,11/03/23,C,YINN US 11/03/23 C28.5 Equity
677,31-Oct-23,Listed - Stock,YINN US,Sell,Put,USD,27.44,6%,26.00,25,104.0%,,3-Nov-23,0,"100,000",$2.50,$2.60,,MS,6.12%,Expired,"$152,931",$0,"$152,931",,,1,"$9,652,784",,,11/03/23,P,YINN US 11/03/23 P26 Equity
678,31-Oct-23,Listed - Stock,YINN US,Sell,Put,USD,27.44,4%,26.50,25,106.0%,,3-Nov-23,0,"50,000",$1.25,$1.33,,MS,7.32%,Expired,"$91,475",$0,"$91,475",,,1,"$9,744,260",,,11/03/23,P,YINN US 11/03/23 P26.5 Equity
679,31-Oct-23,OTC - Stock,STAA US,Sell,Call,USD,27.82,100%,55.65,42.8115,130.0%,,30-Jan-24,0,"46,716",$2.00,$2.60,,UBS,2.87%,Expired,"$57,395",$0,"$57,395",,,1,"$9,801,655",,,01/30/24,C,
680,1-Nov-23,OTC - Stock,STAA US,Sell,Call,USD,27.82,103%,56.37,43.3635,130.0%,,1-Feb-24,0,"23,060",$1.00,$1.30,,UBS,2.63%,Expired,"$26,279",$0,"$26,279",,,1,"$9,827,934",,,02/01/24,C,
681,1-Nov-23,OTC - Stock,STAA US,Sell,Call,USD,27.82,103%,56.48,43.45,130.0%,,1-Feb-24,0,"23,100",$1.00,$1.30,,MS,3.00%,Expired,"$30,111",$0,"$30,111",,,1,"$9,858,045",,,02/01/24,C,
682,1-Nov-23,Listed - Stock,YINN US,Sell,Call,USD,27.44,-2%,27.00,24.6,109.8%,,3-Nov-23,0,"50,000",$1.23,$1.35,,MS,0.53%,Unwound,"$6,465","-$22,000","-$15,535",,,1,"$9,864,510",,,11/03/23,C,YINN US 11/03/23 C27 Equity
683,1-Nov-23,Listed - Stock,YINN US,Sell,Call,USD,27.44,0%,27.50,24.6,111.8%,,3-Nov-23,0,"500,000",$12.30,$13.75,,MS,0.22%,Unwound,"$27,154",$0,"$27,154",,,1,"$9,891,664",,,11/03/23,C,YINN US 11/03/23 C27.5 Equity
684,2-Nov-23,OTC - Stock,688506 CH,Sell,Put,CNY,116.48,45%,80.38,89.3149,90.0%,,4-Dec-23,0,"49,500",$4.42,$0.55,,MS,1.60%,Expired,"$9,667",$0,"$9,667",,,0.139989361,"$9,901,332",,,12/04/23,P,
685,2-Nov-23,OTC - Stock,688506 CH,Sell,Put,CNY,94.53,11%,84.83,89.2942,95.0%,,16-Nov-23,0,"49,500",$4.42,$0.58,,MS,1.60%,Expired,"$9,662",$0,"$9,662",,,0.138070057,"$9,910,994",,,11/16/23,P,
686,2-Nov-23,OTC - Stock,ONON US,Sell,Call,USD,30.26,9%,33.00,27.6664,119.3%,,1-Dec-23,0,"108,400",$3.00,$3.58,,MS,1.34%,Expired,"$40,238",$0,"$40,238",,,1,"$9,951,232",,,12/01/23,C,
687,2-Nov-23,Listed - Stock,SWAV US,Sell,Call,USD,187.40,39%,260.00,215.6,120.6%,,15-Dec-23,0,300,$0.06,$0.08,,UBS,1.08%,Expired,$700,$0,$700,,,1,"$9,951,932",,,12/15/23,C,SWAV US 12/15/23 C260 Equity
688,2-Nov-23,Listed - Stock,YINN US,Sell,Call,USD,27.44,-2%,27.00,24.6,109.8%,,3-Nov-23,0,"51,100",$1.26,$1.38,,MS,0.32%,Unwound,"$4,053","-$22,484","-$18,431",,,1,"$9,955,985",,,11/03/23,C,YINN US 11/03/23 C27 Equity
689,3-Nov-23,Listed - Stock,STAA US,Buy,Call,USD,50,0%,50.00,37.3,134.0%,,15-Dec-24,0,100,$0.00,$0.01,,UBS,0.49%,Unwound,$18,$0,$18,,,1,"$9,956,003",,,12/15/24,C,STAA US 12/15/24 C50 Equity
690,3-Nov-23,Listed - Stock,STAA US,Buy,Call,USD,47.5,0%,47.50,37.3,127.3%,,17-Nov-23,0,200,$0.01,$0.01,,UBS,0.23%,Unwound,$17,$0,$17,,,1,"$9,956,020",,,11/17/23,C,STAA US 11/17/23 C47.5 Equity
691,3-Nov-23,Listed - Stock,MRNA US,Sell,Call,USD,86.01,5%,90.00,77.5,116.1%,,15-Dec-23,0,"13,000",$1.01,$1.17,,UBS,1.94%,Expired,"$19,588",$0,"$19,588",,,1,"$9,975,609",,,12/15/23,C,MRNA US 12/15/23 C90 Equity
692,3-Nov-23,Listed - Index,NDX,Sell,Call,USD,15825.19,-6%,14850.00,15183,97.8%,,17-Nov-23,0,10,$15.18,$14.85,,UBS,2.43%,Exercised,"$369,200","-$975,190","-$605,990",,,1,"$10,344,809",,,11/17/23,C,
693,3-Nov-23,Listed - Stock,YINN US,Sell,Call,USD,27.44,0%,27.50,27.45,100.2%,,3-Nov-23,0,"500,000",$13.73,$13.75,,MS,0.29%,Unwound,"$39,643",$0,"$39,643",,,1,"$10,384,452",,,11/03/23,C,YINN US 11/03/23 C27.5 Equity
694,6-Nov-23,OTC - Stock,688166 CH,Sell,Put,CNY,37.25,22%,30.43,35.8,85.0%,,6-Dec-23,0,"204,527",$7.32,$0.85,,UBS,3.01%,Expired,"$30,161",$0,"$30,161",,,0.139653102,"$10,414,613",,,12/06/23,P,
695,6-Nov-23,OTC - Stock,688506 CH,Sell,Put,CNY,93.39,6%,88.49,93.1517,95.0%,,20-Nov-23,0,"82,000",$7.64,$1.00,,MS,1.61%,Expired,"$16,785",$0,"$16,785",,,0.139530341,"$10,431,398",,,11/20/23,P,
696,6-Nov-23,OTC - Stock,688506 CH,Sell,Put,CNY,116.48,39%,83.70,93,90.0%,,6-Dec-23,0,"82,000",$7.63,$0.94,,MS,1.61%,Expired,"$16,761",$0,"$16,761",,,0.139653102,"$10,448,159",,,12/06/23,P,
697,6-Nov-23,OTC - Index,NKA,Buy,Put,JPY,31000,0%,31000.00,32725.5134,94.7%,,8-Dec-23,0,"228,500","$7,477.78",$47.38,,UBS,-0.65%,Unwound,"-$326,722",$0,"-$326,722",,,0.006898931,"$10,121,437",,,12/08/23,P,
698,6-Nov-23,OTC - Index,NKA,Sell,Call,JPY,32000,0%,32000.00,32725.5134,97.8%,,8-Dec-23,0,"114,250","$3,738.89",$24.45,,UBS,3.52%,Unwound,"$883,579",$0,"$883,579",,,0.006898931,"$11,005,016",,,12/08/23,C,
699,7-Nov-23,Listed - Index,NDX,Buy,Put,USD,19754.34,36%,14500.00,15358,94.4%,,15-Dec-23,0,20,$30.72,$29.00,,UBS,-0.69%,Unwound,"-$211,400",$0,"-$211,400",,,1,"$10,793,616",,,12/15/23,P,
700,7-Nov-23,Listed - Index,NDX,Sell,Call,USD,19754.34,-24%,15000.00,15358,97.7%,,15-Dec-23,0,10,$15.36,$15.00,,UBS,3.69%,Unwound,"$566,200",$0,"$566,200",,,1,"$11,359,816",,,12/15/23,C,
701,7-Nov-23,OTC - Stock,STAA US,Sell,Call,USD,29.03,44%,41.89,34.9049,120.0%,,19-Jan-24,0,57298,$2.00,$2.40,,UBS,2.29%,Unwound,"$45,798",$0,"$45,798",,,1,"$11,405,615",,,01/19/24,C,
702,8-Nov-23,OTC - Stock,688506 CH,Sell,Put,CNY,106.90,26%,84.60,94,90.0%,,8-Dec-23,0,"76,560",$7.20,$0.89,,UBS,1.58%,Expired,"$15,577",$0,"$15,577",,,0.139466124,"$11,421,192",,,12/08/23,P,
703,9-Nov-23,OTC - Stock,ADYEN NA,Sell,Put,EUR,1037.6,24%,840.00,953,88.1%,,17-Nov-23,0,990,$0.94,$0.83,,GS,0.66%,Expired,"$6,242",$0,"$6,242",,,1.0915,"$11,427,434",,,11/17/23,P,
704,9-Nov-23,Listed - Stock,ADYEN NA,Sell,Put,USD,1037.6,15%,900.00,955,94.2%,,17-Nov-23,0,"1,010",$0.96,$0.91,,MS,1.55%,Expired,"$14,903",$0,"$14,903",,,1,"$11,442,337",,,11/17/23,P,ADYEN NA 11/17/23 P900 Equity
705,14-Nov-23,Listed - Stock,ONON US,Sell,Put,USD,30.26,26%,24.00,25.4,94.5%,,1-Dec-23,0,"21,200",$0.54,$0.51,,UBS,1.72%,Expired,"$9,281",$0,"$9,281",,,1,"$11,451,618",,,12/01/23,P,ONON US 12/01/23 P24 Equity
706,14-Nov-23,Listed - Stock,ADYEN NA,Sell,Put,USD,1037.6,6%,980.00,1030,95.1%,,17-Nov-23,0,"1,040",$1.07,$1.02,,MS,1.02%,Expired,"$10,915",$0,"$10,915",,,1,"$11,462,533",,,11/17/23,P,ADYEN NA 11/17/23 P980 Equity
707,16-Nov-23,Listed - Stock,ADYEN NA,Sell,Put,USD,1037.6,6%,980.00,1020,96.1%,,17-Nov-23,0,"1,360",$1.39,$1.33,,MS,0.20%,Expired,"$2,789",$0,"$2,789",,,1,"$11,465,322",,,11/17/23,P,ADYEN NA 11/17/23 P980 Equity
708,16-Nov-23,Listed - Stock,ADYEN NA,Sell,Put,USD,1037.6,4%,1000.00,1020,98.0%,,17-Nov-23,0,10,$0.01,$0.01,,MS,0.51%,Expired,$52,$0,$52,,,1,"$11,465,373",,,11/17/23,P,ADYEN NA 11/17/23 P1000 Equity
709,17-Nov-23,Listed - Index,NDX,Sell,Call,USD,19754.34,-23%,15200.00,15860,95.8%,,15-Dec-23,0,5,$7.93,$7.60,,UBS,4.68%,Unwound,"$371,050",$0,"$371,050",,,1,"$11,836,423",,,12/15/23,C,
710,20-Nov-23,OTC - Stock,688506 CH,Sell,Put,CNY,125.47,41%,89.10,98.9977,90.0%,,20-Dec-23,0,"72,700",$7.20,$0.90,,UBS,1.28%,Expired,"$12,636",$0,"$12,636",,,0.14008349,"$11,849,059",,,12/20/23,P,
711,21-Nov-23,OTC - Stock,301029 CH,Sell,Put,CNY,24.47,-10%,27.31,30.3494,90.0%,,21-Dec-23,0,"240,000",$7.28,$0.92,,UBS,1.36%,Exercised,"$13,881","-$95,643","-$81,762",,,0.14009919,"$11,862,940",,,12/21/23,P,
712,21-Nov-23,OTC - Stock,688392 CH,Sell,Put,CNY,77.41,-7%,83.08,92.3062,90.0%,,21-Dec-23,0,"78,900",$7.28,$0.92,,UBS,1.33%,Exercised,"$13,580","-$62,627","-$49,047",,,0.14009919,"$11,876,520",,,12/21/23,P,
713,21-Nov-23,OTC - Stock,688392 CH,Sell,Put,CNY,81.59,-5%,86.05,90.5781,95.0%,,5-Dec-23,0,"80,600",$7.30,$0.97,,UBS,1.40%,Exercised,"$14,320","-$50,288","-$35,967",,,0.139916889,"$11,890,841",,,12/05/23,P,
714,22-Nov-23,OTC - Stock,688392 CH,Sell,Put,CNY,77.37,-3%,79.65,88.5,90.0%,,22-Dec-23,0,"80,000",$7.08,$0.89,,UBS,1.40%,Exercised,"$13,880","-$25,562","-$11,682",,,0.140140421,"$11,904,721",,,12/22/23,P,
715,23-Nov-23,OTC - Stock,688506 CH,Sell,Put,CNY,111.65,8%,103.55,108.9994,95.0%,,7-Dec-23,0,"66,000",$7.19,$0.96,,MS,1.14%,Expired,"$11,174",$0,"$11,174",,,0.13988753,"$11,915,894",,,12/07/23,P,
716,24-Nov-23,OTC - Stock,688392 CH,Sell,Put,CNY,79.65,2%,77.95,86.6068,90.0%,,27-Dec-23,0,"82,500",$7.15,$0.90,,GS,1.44%,Expired,"$14,388",$0,"$14,388",,,0.14000308,"$11,930,282",,,12/27/23,P,
717,4-Dec-23,Listed - Stock,WOLF US,Sell,Put,USD,40.82,13%,36.00,39.5,91.1%,,5-Jan-24,0,"12,500",$0.49,$0.45,,UBS,3.55%,Expired,"$17,510",$0,"$17,510",,,1,"$11,947,793",,,01/05/24,P,WOLF US 01/05/24 P36 Equity
718,5-Dec-23,OTC - Stock,688506 CH,Sell,Put,CNY,128.08,10%,115.98,115.9761,100.0%,,19-Dec-23,0,"62,000",$7.19,$1.01,,MS,3.50%,Expired,"$35,216",$0,"$35,216",,,0.140479034,"$11,983,009",,,12/19/23,P,
719,5-Dec-23,OTC - Stock,688506 CH,Sell,Put,CNY,128.08,17%,109.73,115.5015,95.0%,,19-Dec-23,0,"62,000",$7.16,$0.95,,MS,1.50%,Expired,"$15,029",$0,"$15,029",,,0.140479034,"$11,998,037",,,12/19/23,P,
720,7-Dec-23,OTC - Index,NKA,Sell,Put,JPY,31000,0%,31000.00,32890,94.3%,,8-Dec-23,0,"228,500","$7,515.37",$48.52,,UBS,0.01%,Unwound,"$3,975",$0,"$3,975",,,0.006898931,"$12,002,013",,,12/08/23,P,
721,7-Dec-23,OTC - Index,NKA,Buy,Call,JPY,32000,0%,32000.00,32890,97.3%,,8-Dec-23,0,"114,250","$3,757.68",$25.04,,UBS,-3.04%,Unwound,"-$767,384",$0,"-$767,384",,,0.006898931,"$11,234,628",,,12/08/23,C,
722,7-Dec-23,OTC - Index,NKA,Buy,Put,JPY,39550,28%,31000.00,32890,94.3%,,12-Jan-24,0,"171,375","$5,636.52",$36.39,,UBS,-0.49%,Expired,"-$186,411",$0,"-$186,411",,,,"$11,048,217",,,01/12/24,P,
723,7-Dec-23,OTC - Index,NKA,Sell,Call,JPY,39550,-19%,32000.00,32890,97.3%,,12-Jan-24,0,"114,250","$3,757.68",$25.04,,UBS,3.85%,Unwound,"$971,782",$0,"$971,782",,,,"$12,019,999",,,01/12/24,C,
724,7-Dec-23,OTC - Stock,688166 CH,Sell,Put,CNY,30.68,-2%,31.40,34.8856,90.0%,,8-Jan-24,0,"208,700",$7.28,$0.92,,UBS,2.66%,Exercised,"$27,045","-$20,924","$6,121",,,0.13983276,"$12,047,044",,,01/08/24,P,
725,8-Dec-23,OTC - Stock,688506 CH,Sell,Put,CNY,125.26,29%,97.20,108,90.0%,,8-Jan-24,0,"66,300",$7.16,$0.90,,MS,1.50%,Expired,"$15,010",$0,"$15,010",,,0.13983276,"$12,062,054",,,01/08/24,P,
726,11-Dec-23,OTC - Stock,688506 CH,Sell,Put,CNY,126.7,31%,96.49,107.21,90.0%,,11-Jan-24,0,"134,000",$14.37,$1.80,,GS,1.80%,Expired,"$36,019",$0,"$36,019",,,0.139657002,"$12,098,074",,,01/11/24,P,
727,11-Dec-23,OTC - Stock,688506 CH,Sell,Put,CNY,132.39,30%,101.85,107.21,95.0%,,25-Dec-23,0,"66,300",$7.11,$0.94,,GS,1.80%,Expired,"$17,821",$0,"$17,821",,,0.140126675,"$12,115,895",,,12/25/23,P,
728,14-Dec-23,Listed - Index,NDX,Sell,Put,USD,14500,0%,14500,16850,86.1%,,15-Dec-23,0,20,$33.70,$29.00,,UBS,0.00%,Unwound,$200,$0,$200,,,1,"$12,116,095",,,12/15/23,P,
729,14-Dec-23,Listed - Index,NDX,Buy,Call,USD,15000,0%,15000.00,16850,89.0%,,15-Dec-23,0,10,$16.85,$15.00,,UBS,-9.69%,Unwound,"-$1,632,900",$0,"-$1,632,900",,,1,"$10,483,195",,,12/15/23,C,
730,14-Dec-23,Listed - Index,NDX,Buy,Call,USD,15200,0%,15200,15860,95.8%,,15-Dec-23,0,5,$7.93,$7.60,,UBS,-9.04%,Unwound,"-$716,850",$0,"-$716,850",,,1,"$9,766,345",,,12/15/23,C,
731,14-Dec-23,Listed - Index,NDX,Buy,Put,USD,15800,0%,15800,15860,99.6%,,19-Jan-24,0,20,$31.72,$31.60,,UBS,-0.39%,Unwound,"-$123,600",$0,"-$123,600",,,1,"$9,642,745",,,01/19/24,P,
732,14-Dec-23,Listed - Index,NDX,Sell,Call,USD,16150,0%,16150,15860,101.8%,,19-Jan-24,0,15,$23.79,$24.23,,UBS,4.27%,Unwound,"$1,016,700",$0,"$1,016,700",,,1,"$10,659,445",,,01/19/24,C,
733,14-Dec-23,Listed - Stock,STAA US,Sell,Call,USD,37.72,26%,47.5,35.8,132.7%,,15-Mar-24,0,57600,$2.06,$2.74,,UBS,2.61%,Expired,"$53,827",$0,"$53,827",,,1,"$10,713,272",,,03/15/24,C,STAA US 03/15/24 C47.5 Equity
734,14-Dec-23,Listed - Stock,WOLF US,Sell,Call,USD,32.39,70%,55,43.2,127.3%,,19-Jan-24,0,23300,$1.01,$1.28,,UBS,1.35%,Unwound,"$13,619",$0,"$13,619",,,1,"$10,726,891",,,01/19/24,C,WOLF US 01/19/24 C55 Equity
735,19-Dec-23,Listed - Stock,WOLF US,Sell,Call,USD,32.39,64%,53,44.8,118.3%,,19-Jan-24,0,3000,$0.13,$0.16,,UBS,2.64%,Unwound,"$3,548",$0,"$3,548",,,1,"$10,730,440",,,01/19/24,C,WOLF US 01/19/24 C53 Equity
736,5-Jan-24,Listed - Stock,ONON US,Sell,Put,USD,29.5,23%,24,26.6,90.2%,,9-Feb-24,0,20600,$0.55,$0.49,,UBS,2.02%,Unwound,"$11,066",$0,"$11,066",,,1,"$10,741,505",,,02/09/24,P,ONON US 02/09/24 P24 Equity
737,11-Jan-24,OTC - Index,NKA,Sell,Call,JPY,35360,-1%,35000.00,35380,101.8%,,9-Feb-24,0,"114,250","$4,039.88",$27.15,,UBS,2.77%,Unwound,"$751,102",,"$751,102",,,0.00672043,"$11,492,607",,,02/09/24,C,
738,11-Jan-24,OTC - Index,NKA,Sell,Call,JPY,35360,-10%,32000.00,35080,91.2%,,12-Jan-24,0,"114,250","$3,757.68",$25.04,,UBS,3.85%,Unwound,"-$2,433,305",,"-$2,433,305",,,,"$9,059,302",,,01/12/24,C,
739,12-Jan-24,Listed - Stock,MRNA US,Sell,Put,USD,88.37,-2%,90.00,106.8,84.3%,,16-Feb-24,0,"9,100",$0.97,$0.82,,UBS,1.12%,Expired,"$10,868","-$14,833","-$3,965",,,1,"$9,070,170",,,02/16/24,P,MRNA US 02/16/24 P90 Equity
740,12-Jan-24,Listed - Stock,WOLF US,Sell,Put,USD,32.39,-2%,33,34.8,94.8%,,19-Jan-24,0,15100,$0.53,$0.50,,UBS,1.97%,Unwound,"$10,331",,"$10,331",,,1,"$9,080,501",,,01/19/24,P,WOLF US 01/19/24 P33 Equity
741,18-Jan-24,Listed - Index,NDX,Sell,Put,USD,15800,0%,15800,15860,99.6%,,19-Jan-24,0,20,$31.72,$31.60,,UBS,-0.39%,Unwound,$480,$0,$480,,,1,"$9,080,981",,,01/19/24,P,
742,18-Jan-24,Listed - Index,NDX,Buy,Call,USD,16150,0%,16150,16150,101.8%,,19-Jan-24,0,15,$23.79,$24.23,,UBS,4.27%,Unwound,"-$1,092,900",$0,"-$1,092,900",,,1,"$7,988,080",,,01/19/24,C,
743,18-Jan-24,Listed - Index,NDX,Buy,Put,USD,17807.63,13%,15800,17010,92.9%,,16-Feb-24,0,15,$25.52,$23.70,,UBS,-0.35%,Unwound,"-$89,400",$0,"-$89,400",,,1,"$7,898,680",,,02/16/24,P,
744,18-Jan-24,Listed - Index,NDX,Sell,Call,USD,17807.63,-9%,16150,17010,94.9%,,16-Feb-24,0,15,$25.52,$24.23,,UBS,5.21%,Unwound,"$1,328,550",,"$1,328,550",,,1,"$9,227,230",,,02/16/24,C,
745,24-Jan-24,Listed - Stock,BESI NA,Sell,Put,EUR,141.45,9%,130,146.9,88.5%,,15-Mar-24,0,7900,$0.90,$0.79,,MS,2.58%,Expired,"$29,008",$0,"$29,008",,,1,"$9,250,312",,,03/15/24,P,BESI NA 03/15/24 P130 Equity
746,24-Jan-24,Listed - Stock,BESI NA,Sell,Put,EUR,141.45,-2%,145,146.9,98.7%,,15-Mar-24,0,6100,$0.90,$0.88,,MS,5.64%,Exercised,"$50,547","-$21,655","$28,892",,,1,"$9,300,859",,,03/15/24,P,BESI NA 03/15/24 P145 Equity
747,25-Jan-24,Listed - Stock,ONON US,Sell,Put,USD,32.2,24%,26,26.6,97.7%,,23-Feb-24,0,50100,$1.33,$1.30,,UBS,3.43%,Expired,"$45,655",$0,"$45,655",,,1,"$9,346,514",,,02/23/24,P,ONON US 02/23/24 P26 Equity
748,1-Feb-24,Listed - Stock,STAA US,Sell,Call,USD,40.75,-8%,37.5,28.7,130.7%,,21-Jun-24,0,16800,$0.48,$0.63,,UBS,6.39%,Exercised,"$30,820","-$54,600","-$23,780",,,1,"$9,377,334",$2,FALSE,06/21/24,C,STAA US 06/21/24 C37.5 Equity
749,1-Feb-24,Listed - Stock,STAA US,Sell,Call,USD,37.72,-1%,37.5,28.7,130.7%,,15-Mar-24,0,400,$0.01,$0.02,,UBS,1.54%,Exercised,$177,-$88,$89,,,1,"$9,377,511",$0,FALSE,03/15/24,C,STAA US 03/15/24 C37.5 Equity
750,2-Feb-24,OTC - Stock,ADYEN NA,Sell,Call,EUR,1457,-11%,1300,1209.3746,107.5%,,15-Mar-24,0,1520,$1.84,$1.98,,UBS,3.74%,Exercised,"$68,808","-$258,089","-$189,281",,,1.0815,"$9,446,319",$45,FALSE,03/15/24,C,
751,2-Feb-24,OTC - Stock,ADYEN NA,Sell,Call,USD,1457,-4%,1400,1209.3746,115.8%,,15-Mar-24,0,1520,$1.84,$2.13,,UBS,1.70%,Exercised,"$31,340","-$86,640","-$55,300",,,1,"$9,477,659",$21,FALSE,03/15/24,C,
752,2-Feb-24,Listed - Stock,ONON US,Sell,Put,USD,33.23,48%,22.5,27.3,82.4%,,15-Mar-24,0,100,$0.00,$0.00,,UBS,1.08%,Expired,$29,$0,$29,,,1,"$9,477,689",$0,FALSE,03/15/24,P,ONON US 03/15/24 P22.5 Equity
753,2-Feb-24,Listed - Stock,SWAV US,Sell,Call,USD,329.00,-15%,280,231.3,121.1%,,19-Apr-24,,"8,700",$2.01,$2.44,,UBS,2.26%,Exercised,"$45,555","-$426,300","-$380,745",,,1,"$9,523,244",$5,FALSE,04/19/24,C,SWAV US 04/19/24 C280 Equity
754,2-Feb-24,Listed - Stock,ADYEN NA,Sell,Call,EUR,1457,-11%,1300,1209.3746,107.5%,,15-Mar-24,0,840,$1.02,$1.09,,MS,3.71%,Exercised,"$37,707","-$142,628","-$104,921",,,1.0815,"$9,560,951",$45,FALSE,03/15/24,C,ADYEN NA 03/15/24 C1300 Equity
755,2-Feb-24,Listed - Stock,ADYEN NA,Sell,Call,EUR,1457,-4%,1400,1209.3746,115.8%,,15-Mar-24,0,840,$1.02,$1.18,,MS,1.73%,Exercised,"$17,610","-$51,782","-$34,172",,,1.0815,"$9,578,560",$21,FALSE,03/15/24,C,ADYEN NA 03/15/24 C1400 Equity
756,2-Feb-24,Listed - Stock,ADYEN NA,Sell,Put,EUR,1457,49%,980,1209.3746,81.0%,,15-Mar-24,0,10,$0.01,$0.01,,MS,1.12%,Expired,$136,$0,$136,,,1.0815,"$9,578,696",$14,FALSE,03/15/24,P,ADYEN NA 03/15/24 P980 Equity
757,2-Feb-24,Listed - Stock,BESI NA,Sell,Put,EUR,141.45,18%,120,142.55,84.2%,,15-Mar-24,0,7100,$1.01,$0.85,,MS,1.49%,Expired,"$15,083",$0,"$15,083",,,1.0815,"$9,593,780",$2,FALSE,03/15/24,P,BESI NA 03/15/24 P120 Equity
758,2-Feb-24,Listed - Stock,BESI NA,Sell,Put,EUR,141.45,13%,125,142.55,87.7%,,15-Mar-24,0,7100,$1.01,$0.89,,MS,2.00%,Expired,"$20,213",$0,"$20,213",,,1.0815,"$9,613,993",$3,FALSE,03/15/24,P,BESI NA 03/15/24 P125 Equity
759,2-Feb-24,Listed - Stock,UMG NA,Sell,Put,EUR,27.32,9%,25,27.5,90.9%,,15-Mar-24,0,72100,$1.98,$1.80,,MS,0.88%,Expired,"$17,509",$0,"$17,509",,,1.0815,"$9,631,502",$0,FALSE,03/15/24,P,UMG NA 03/15/24 P25 Equity
